,stroke-style-loss,stroke-content-loss,stroke-tv-loss,stroke-curvature-loss
436,2244.7456,15.097132
437,2240.7207,15.097827
438,2236.7075,15.098268
439,2232.7087,15.098717
440,2228.7212,15.099344
441,2224.748,15.099925
442,2220.7874,15.100311
443,2216.838,15.1007185
444,2212.9006,15.10145
445,2208.9766,15.102129
446,2205.0608,15.102476
447,2201.1582,15.102858
448,2197.2678,15.103368
449,2193.3894,15.103859
450,2189.5237,15.104376
451,2185.671,15.104992
452,2181.8276,15.105646
453,2177.9963,15.106194
454,2174.1758,15.106604
455,2170.3655,15.107067
456,2166.5645,15.107728
457,2162.7764,15.108178
458,2158.9956,15.1084585
459,2155.2258,15.109044
460,2151.4685,15.109468
461,2147.7236,15.109747
462,2143.988,15.110321
463,2140.2634,15.110895
464,2136.5476,15.111174
465,2132.844,15.111777
466,2129.1482,15.112333
467,2125.4614,15.11279
468,2121.7874,15.113321
469,2118.1208,15.113722
470,2114.4668,15.114134
471,2110.822,15.114612
472,2107.1843,15.115025
473,2103.5586,15.115438
474,2099.9426,15.115873
475,2096.3372,15.116385
476,2092.74,15.117016
477,2089.1555,15.117644
478,2085.5796,15.117884
479,2082.0144,15.118397
480,2078.4602,15.11891
481,2074.9126,15.119249
482,2071.3723,15.119629
483,2067.8433,15.120232
484,2064.3264,15.120722
485,2060.8164,15.121334
486,2057.314,15.121716
487,2053.8228,15.122039
488,2050.3423,15.122406
489,2046.8724,15.123076
490,2043.4066,15.123753
491,2039.9503,15.124149
492,2036.5027,15.124397
493,2033.0629,15.124864
494,2029.6316,15.12561
495,2026.2112,15.126098
496,2022.7977,15.126556
497,2019.3911,15.127047
498,2015.9928,15.127378
499,2012.6055,15.127721
500,2009.2255,15.12833
501,2005.8516,15.128827
502,2002.4844,15.129486
503,1999.1257,15.129971
504,1995.776,15.130492
505,1992.4326,15.130632
506,1989.097,15.1308975
507,1985.7695,15.131667
508,1982.4495,15.132053
509,1979.1356,15.132192
510,1975.8287,15.132795
511,1972.5306,15.133243
512,1969.2391,15.133595
513,1965.9557,15.134284
514,1962.6786,15.134867
515,1959.4113,15.1351185
516,1956.1503,15.135618
517,1952.8936,15.136082
518,1949.6499,15.136532
519,1946.4097,15.136963
520,1943.1788,15.137414
521,1939.957,15.137869
522,1936.7416,15.138209
523,1933.5364,15.138624
524,1930.336,15.139023
525,1927.1464,15.139656
526,1923.9617,15.140083
527,1920.7874,15.140383
528,1917.6194,15.140972
529,1914.4595,15.141653
530,1911.3079,15.141987
531,1908.1614,15.142584
532,1905.0242,15.143225
533,1901.8942,15.143331
534,1898.7706,15.143704
535,1895.6547,15.144569
536,1892.5458,15.144909
537,1889.4434,15.145023
538,1886.348,15.145876
539,1883.2594,15.146456
540,1880.1785,15.1465845
541,1877.104,15.147286
542,1874.0349,15.147704
543,1870.9729,15.148009
544,1867.9176,15.148518
545,1864.8672,15.149277
546,1861.8253,15.149742
547,1858.7892,15.149895
548,1855.7599,15.150611
549,1852.7341,15.15122
550,1849.7177,15.151213
551,1846.7072,15.151636
552,1843.7032,15.152022
553,1840.7068,15.15243
554,1837.7157,15.15291
555,1834.7317,15.153305
556,1831.7526,15.153667
557,1828.7792,15.15399
558,1825.8134,15.154266
559,1822.8501,15.154789
560,1819.8955,15.155283
561,1816.9435,15.155718
562,1813.9994,15.156115
563,1811.0594,15.156399
564,1808.123,15.156858
565,1805.193,15.157235
566,1802.271,15.157629
567,1799.3524,15.157999
568,1796.4417,15.158556
569,1793.537,15.158993
570,1790.6377,15.159087
571,1787.7445,15.159582
572,1784.8582,15.160199
573,1781.9775,15.160582
574,1779.1,15.160728
575,1776.2273,15.160963
576,1773.3597,15.161533
577,1770.4994,15.1620035
578,1767.6455,15.162448
579,1764.7976,15.163223
580,1761.956,15.163677
581,1759.121,15.163843
582,1756.2936,15.164228
583,1753.4701,15.164759
584,1750.6543,15.165136
585,1747.8436,15.165513
586,1745.0377,15.165941
587,1742.237,15.166447
588,1739.4427,15.166792
589,1736.6536,15.167098
590,1733.871,15.167713
591,1731.0956,15.167977
592,1728.3241,15.168178
593,1725.5623,15.168747
594,1722.8055,15.169065
595,1720.0542,15.169277
596,1717.3076,15.169689
597,1714.5696,15.170191
598,1711.8347,15.170751
599,1709.1061,15.170877
600,1706.3842,15.171259
601,1703.6661,15.171799
602,1700.9543,15.172197
603,1698.2463,15.172579
604,1695.5446,15.172884
605,1692.8503,15.173125
606,1690.16,15.173685
607,1687.4733,15.173967
608,1684.7936,15.1742325
609,1682.1213,15.174768
610,1679.4498,15.175146
611,1676.7859,15.175366
612,1674.1255,15.175938
613,1671.4683,15.175947
614,1668.8182,15.176348
615,1666.1736,15.176842
616,1663.535,15.177165
617,1660.9027,15.177761
618,1658.2751,15.178034
619,1655.6515,15.17848
620,1653.0332,15.178859
621,1650.4203,15.179263
622,1647.8154,15.179787
623,1645.2147,15.179911
624,1642.619,15.180292
625,1640.0288,15.18101
626,1637.4429,15.181282
627,1634.8619,15.18156
628,1632.2838,15.182159
629,1629.7129,15.182211
630,1627.1489,15.182463
631,1624.5897,15.183022
632,1622.0338,15.1831455
633,1619.4844,15.183537
634,1616.9382,15.183837
635,1614.3993,15.184105
636,1611.8635,15.184644
637,1609.3329,15.184859
638,1606.8085,15.185162
639,1604.2872,15.185667
640,1601.7749,15.185845
641,1599.2671,15.185888
642,1596.7634,15.186318
643,1594.2654,15.187041
644,1591.7738,15.187065
645,1589.2844,15.187345
646,1586.8021,15.187916
647,1584.3254,15.188106
648,1581.8525,15.188696
649,1579.3857,15.188881
650,1576.9231,15.188881
651,1574.4646,15.189265
652,1572.011,15.18973
653,1569.5642,15.189947
654,1567.1215,15.190505
655,1564.684,15.190641
656,1562.2528,15.190895
657,1559.8252,15.191378
658,1557.4016,15.191346
659,1554.9828,15.191673
660,1552.5682,15.191951
661,1550.1586,15.192315
662,1547.7545,15.192924
663,1545.3549,15.193153
664,1542.9601,15.193356
665,1540.5706,15.193555
666,1538.1846,15.194021
667,1535.803,15.194328
668,1533.4287,15.194328
669,1531.0576,15.19495
670,1528.6909,15.195063
671,1526.3318,15.195374
672,1523.9764,15.195951
673,1521.6239,15.196136
674,1519.2782,15.196572
675,1516.9388,15.196297
676,1514.6022,15.196425
677,1512.2709,15.197165
678,1509.9448,15.197548
679,1507.6233,15.197753
680,1505.3075,15.197787
681,1502.9932,15.198225
682,1500.6829,15.198439
683,1498.3779,15.199037
684,1496.0781,15.199112
685,1493.781,15.199411
686,1491.488,15.199592
687,1489.2007,15.199568
688,1486.9152,15.200041
689,1484.6365,15.200541
690,1482.3638,15.200579
691,1480.0922,15.20083
692,1477.8273,15.201108
693,1475.5667,15.201497
694,1473.3118,15.201664
695,1471.0612,15.201662
696,1468.8116,15.202343
697,1466.5684,15.202506
698,1464.3295,15.202756
699,1462.0952,15.203413
700,1459.8655,15.203484
701,1457.638,15.20344
702,1455.4143,15.20409
703,1453.1962,15.203981
704,1450.9801,15.204271
705,1448.7706,15.205001
706,1446.5637,15.20487
707,1444.3618,15.20526
708,1442.1644,15.205339
709,1439.9708,15.205698
710,1437.7816,15.206142
711,1435.5957,15.206431
712,1433.4142,15.20652
713,1431.2363,15.207043
714,1429.0635,15.207237
715,1426.8955,15.2073765
716,1424.7295,15.207873
717,1422.5709,15.207834
718,1420.4143,15.20826
719,1418.2605,15.20892
720,1416.1149,15.208634
721,1413.97,15.2092705
722,1411.8275,15.209518
723,1409.6907,15.209483
724,1407.5549,15.210045
725,1405.4244,15.210541
726,1403.2982,15.210969
727,1401.1747,15.211151
728,1399.0566,15.211235
729,1396.9408,15.211237
730,1394.8278,15.21176
731,1392.7197,15.211767
732,1390.6161,15.212057
733,1388.5126,15.212444
734,1386.4192,15.212697
735,1384.3252,15.212934
736,1382.2351,15.213085
737,1380.153,15.213274
738,1378.0718,15.213687
739,1375.9977,15.213731
740,1373.9255,15.214109
741,1371.8575,15.214737
742,1369.7944,15.214793
743,1367.7356,15.215448
744,1365.6805,15.215288
745,1363.6272,15.215596
746,1361.579,15.216202
747,1359.5332,15.215889
748,1357.4899,15.216501
749,1355.4539,15.216797
750,1353.417,15.216938
751,1351.386,15.217549
752,1349.3575,15.217685
753,1347.3344,15.218166
754,1345.3123,15.217981
755,1343.2932,15.2185955
756,1341.2802,15.218762
757,1339.268,15.219095
758,1337.262,15.219664
759,1335.26,15.219256
760,1333.259,15.219631
761,1331.2618,15.220202
762,1329.2676,15.220035
763,1327.277,15.220732
764,1325.2886,15.220661
765,1323.3022,15.221153
766,1321.3196,15.220995
767,1319.3423,15.22133
768,1317.3689,15.221842
769,1315.3966,15.22176
770,1313.4286,15.222421
771,1311.4639,15.222161
772,1309.5021,15.22263
773,1307.5421,15.223189
774,1305.5874,15.223375
775,1303.6355,15.223626
776,1301.6855,15.22351
777,1299.7367,15.224005
778,1297.7963,15.224237
779,1295.8545,15.224547
780,1293.9165,15.224568
781,1291.9818,15.225069
782,1290.0504,15.225151
783,1288.1243,15.225401
784,1286.2013,15.225517
785,1284.2778,15.225908
786,1282.361,15.226046
787,1280.4442,15.226683
788,1278.5312,15.226547
789,1276.6213,15.227152
790,1274.7152,15.227306
791,1272.8124,15.227859
792,1270.9141,15.227704
793,1269.0175,15.228298
794,1267.124,15.22856
795,1265.233,15.228738
796,1263.3463,15.228992
797,1261.4623,15.22928
798,1259.581,15.229575
799,1257.7032,15.229898
800,1255.8322,15.2298
801,1253.9618,15.230619
802,1252.0977,15.230204
803,1250.231,15.230741
804,1248.3717,15.2309475
805,1246.5155,15.231319
806,1244.6595,15.231533
807,1242.8077,15.231478
808,1240.9603,15.232142
809,1239.1143,15.232137
810,1237.2712,15.23209
811,1235.431,15.233198
812,1233.595,15.232388
813,1231.7576,15.233196
814,1229.9257,15.233167
815,1228.0938,15.233685
816,1226.267,15.234041
817,1224.4443,15.233487
818,1222.6204,15.234539
819,1220.799,15.233978
820,1218.9829,15.234703
821,1217.1678,15.234926
822,1215.3552,15.235255
823,1213.5471,15.235419
824,1211.7415,15.235594
825,1209.9364,15.235897
826,1208.135,15.235859
827,1206.3367,15.236708
828,1204.5405,15.236221
829,1202.7496,15.236786
830,1200.9574,15.23707
831,1199.1714,15.237153
832,1197.3877,15.237843
833,1195.6075,15.237147
834,1193.829,15.238079
835,1192.0492,15.238038
836,1190.2753,15.238403
837,1188.5044,15.238444
838,1186.7354,15.238689
839,1184.9706,15.239038
840,1183.2063,15.238866
841,1181.4471,15.239563
842,1179.6914,15.23959
843,1177.9358,15.239967
844,1176.1855,15.240021
845,1174.4384,15.240166
846,1172.691,15.240819
847,1170.9501,15.240404
848,1169.211,15.240931
849,1167.475,15.240636
850,1165.7413,15.241619
851,1164.0116,15.241396
852,1162.2833,15.241756
853,1160.5587,15.242142
854,1158.837,15.242311
855,1157.1193,15.242058
856,1155.4036,15.242811
857,1153.6903,15.242552
858,1151.9783,15.243209
859,1150.2701,15.243043
860,1148.5647,15.243281
861,1146.8627,15.2437315
862,1145.1638,15.24353
863,1143.4655,15.244109
864,1141.7731,15.243991
865,1140.0848,15.244564
866,1138.3989,15.244103
867,1136.7131,15.245076
868,1135.0343,15.244358
869,1133.3558,15.245689
870,1131.6802,15.245042
871,1130.0072,15.245983
872,1128.3367,15.245845
873,1126.6703,15.245757
874,1125.0038,15.246304
875,1123.3441,15.246293
876,1121.684,15.247028
877,1120.029,15.246569
878,1118.3721,15.247433
879,1116.7218,15.247337
880,1115.0725,15.247661
881,1113.4272,15.247999
882,1111.7826,15.248179
883,1110.1405,15.248468
884,1108.5005,15.248888
885,1106.8657,15.248906
886,1105.232,15.248927
887,1103.6007,15.24958
888,1101.9724,15.249567
889,1100.3451,15.25004
890,1098.7231,15.249869
891,1097.102,15.250135
892,1095.4834,15.250305
893,1093.8673,15.250439
